Pos,Filme,Distribuidor,País,Data Estr.,Sala E.,Cine E.,Sem,Semana
265,"Freira, A",Warner,EUA,9/6/2018,1.396,677,129,332
266,Annabelle 3 - De volta para casa,Warner,EUA,6/27/2019,1.142,644,87,332
267,Extraordinário,Paris,EUA,12/7/2017,879,539,212,329
268,Doce entardecer na Toscana,Arteplex Filmes,Polônia,3/12/2020,24,23,73,325
269,Fate Stay Night Heavens Feel: III - Spring Song,Cinecolor,Japão,5/6/2021,27,27,1,324
270,Acqua movie,Imovision,Brasil,6/10/2021,7,7,4,319
271,Pedro e Inês,Pandora Filmes,Portugal,7/8/2021,4,4,14,313
272,Ana. Sem Título,Imovision,Brasil,7/29/2021,10,10,2,312
273,"Vez em Veneza, Uma",Zapata Filmes,Itália,11/11/2021,1,1,8,312
274,Quando Hitler roubou o coelho cor-de-rosa,A2 Filmes,Alemanha,2/18/2021,0,0,0,311
275,Por que você não chora?,O2 Play,Brasil,9/9/2021,5,5,3,311
276,Esquadrão na moral,Cineart Filmes,Brasil,12/9/2021,12,10,1,292
277,"Protocolo de Auschwitz, O",A2 Filmes,Alemanha,3/25/2021,0,0,4,291
278,Todos os mortos,Vitrine Filmes,Brasil,12/10/2020,7,5,35,287
279,Cine Marrocos,Bretz Filmes,Brasil,6/3/2021,7,7,5,285
280,Noites de alface,Pipa Produções,Brasil,6/24/2021,13,9,4,284
281,Rogue One - Uma história Star Wars,Disney,EUA,12/15/2016,1.396,615,233,284
282,Chico Ventana também queria ter um submarino,Vitrine Filmes,Brasil,7/8/2021,5,5,5,284
283,M8 - Quando a morte socorre a vida,DT/Paris,Brasil,12/3/2020,106,94,10,283
284,Como cães e gatos 3 - Peludos unidos,Warner,EUA,10/22/2020,309,265,17,278
285,Rodantes,Zeta Filmes,Brasil,7/29/2021,10,10,3,277
286,Nasce uma estrela,Warner,EUA,10/11/2018,553,334,156,270
287,"Nuvem rosa, A",O2 Play,Brasil,8/26/2021,7,6,1,270
288,Shazam!,Warner,EUA,4/4/2019,1.557,666,141,260
289,Bravos valentes,Plural Filmes,Brasil,9/30/2021,2,2,1,258
290,Algum lugar especial,A2 Filmes,Reino Unido,6/17/2021,6,6,5,255
291,Música para quando as luzes se apagam,Art House Movies,Brasil,7/22/2021,11,10,3,233
292,Coringa,Warner,EUA,10/3/2019,1.767,699,90,232
293,Minha mãe é uma peça - O filme,DT/Paris,Brasil,6/21/2013,416,331,437,229
294,Liberté,Zeta Filmes,França,3/12/2020,5,5,48,225
295,Libelu - Abaixo a ditadura,Boulevard Filmes,Brasil,5/13/2021,5,5,4,222
296,Madre,Imovision,Espanha,11/25/2021,6,6,5,222
297,Aquaman,Warner,EUA,12/13/2018,1.840,711,114,220
298,Eternos companheiros,A2 Filmes,China,8/19/2021,7,7,2,220
299,Casulo,Olhar Distribuição,Alemanha,12/9/2021,4,4,2,212
300,Sem ressentimentos,Olhar Distribuição,Alemanha,12/16/2021,4,4,2,211
301,Turma da Mônica - Laços,DT/Paris,Brasil,6/27/2019,743,496,127,209
302,"Animal amarelo, Um",Olhar Distribuição,Brasil,8/26/2021,9,9,3,208
303,"Barqueira, A",Zeta Filmes,Argentina,5/20/2021,7,6,9,206
304,Cravos,Elo Studios,Brasil,11/25/2021,11,11,3,200
305,"Cabana, A",Paris,EUA,4/6/2017,844,482,234,200
306,"Eu estava em casa, mas",Zeta Filmes,Alemanha,6/10/2021,4,4,3,187
307,Luta por justiça,Warner,EUA,2/20/2020,141,110,55,184
308,Mães de verdade,California,Japão,5/13/2021,3,3,3,183
309,Sanctorum,Zeta Filmes,México,10/21/2021,4,4,4,181
310,Valentina,Anagrama Filmes,Brasil,8/19/2021,13,12,1,178
311,Atravessa a vida,Copacabana,Brasil,1/14/2021,6,5,5,175
312,Helen,Elo Studios,Brasil,6/17/2021,10,9,2,172
313,Knives and skin,Zeta Filmes,EUA,7/8/2021,4,4,5,171
314,"Sentido da vida, O",DT/Paris,Brasil,9/23/2021,11,11,2,167
315,Madalena,Vitrine Filmes,Brasil,12/9/2021,4,4,2,162
316,Minha mãe é uma peça 3,DT/Paris,Brasil,12/26/2019,1.957,670,73,161
317,"Brinquedos mágicos, Os",Playarte,China,8/22/2019,295,258,122,161
318,Lamento,Moro Filmes,Brasil,8/26/2021,5,5,2,155
319,"Diabo branco, O",Pandora Filmes,Argentina,8/5/2021,3,3,5,155
320,Amigo Arrigo,Elo Studios,Brasil,11/4/2021,4,4,3,150
321,"Caso Collini, O",A2 Filmes,Alemanha,11/19/2020,14,14,16,150
322,"Direito de viver, O",A2 Filmes,EUA,10/7/2021,2,2,5,148
323,Rumo,Kinoscópio,Brasil,7/1/2021,8,7,4,146
324,"Fio invisível, O",O2 Play,Chile,10/7/2021,6,5,2,142
325,"Buscador, O",O2 Play,Brasil,7/29/2021,6,6,6,138
326,"Outra pele, A",Plural Filmes,Argentina,8/12/2021,1,1,1,135
327,Minhas férias com Patrick,California,França,5/6/2021,41,36,14,133
328,PéPequeno,Warner,EUA,9/27/2018,976,627,125,133
329,Toy Story 4,Disney,EUA,6/20/2019,1.753,687,115,133
330,Mostra ditadura nunca mais,Independente,Brasil,11/8/2021,1,1,3,125
331,Tel Aviv em chamas,Pandora Filmes,Luxemburgo,3/19/2020,0,0,47,119
332,Currais,O2 Play,Brasil,4/1/2021,0,0,26,118
333,"Prazer, camaradas!",Bretz Filmes,Portugal,7/15/2021,2,2,6,116
334,"Chacrinha, eu vim para confundir e não para explicar",Bretz Filmes,Brasil,1/28/2021,2,2,4,115
335,"Família Addams, A",Universal,EUA,10/31/2019,905,585,109,114
336,Callado,Bretz Filmes,Brasil,1/21/2021,3,3,5,113
337,Jumanji - Próxima fase,Sony,EUA,1/16/2020,1.453,649,93,110
338,"Princesa da Yakuza, A",Warner,Brasil,10/7/2021,1,1,1,109
339,SARS-CoV-2 - O tempo da pandemia,Arteplex Filmes,Brasil,11/18/2021,9,9,4,106
340,"Ninho, O",A2 Filmes,Itália,11/11/2021,2,2,1,105
341,Aleluia - O canto infinito do Tincoã,Descoloniza Filmes,Brasil,11/18/2021,1,1,2,101
342,Heróis de fogo,Paris,Rússia,9/16/2021,10,10,2,101
343,"Oficial e o espião, O",California,França,3/12/2020,79,73,74,99
344,Christabel,Pipa Produções,Brasil,2/25/2021,11,11,7,96
345,Sonic - O filme,Paramount,Japão,2/13/2020,1.143,635,53,96
346,Sonhos (1990),Warner,Japão,6/24/2021,1,1,4,95
347,Amor sem medida,DT/Paris,Brasil,11/4/2021,7,7,1,95
348,Meu querido supermercado,Elo Studios,Brasil,11/25/2021,2,2,2,93
349,Dora e a cidade perdida,Paramount,EUA,11/14/2019,653,565,101,93
350,Dora e Gabriel,O2 Play,Brasil,9/23/2021,6,5,4,90
351,"Lobos do leste, Os",Bretz Filmes,Brasil,2/25/2021,2,2,3,89
352,Trolls,Fox,EUA,10/27/2016,1.139,513,226,88
353,Migliaccio - O brasileiro em cena,Bretz Filmes,Brasil,7/8/2021,4,4,3,87
354,Nina,Europa,Brasil,11/18/2021,2,2,1,86
355,AmarAção,Boca a Boca Filmes,Brasil,6/10/2021,9,9,2,84
356,Invocação do mal 2,Warner,EUA,6/9/2016,1.044,573,244,80
357,"Homem ideal?, O (2017)",Fênix Filmes,Espanha,10/3/2019,13,11,115,79
358,Juntos e enrolados,Imagem,Brasil,1/13/2022,497,402,0,77
359,"Melhor juventude, A",Arteplex Filmes,Itália,1/16/2020,5,5,87,76
360,Amores expressos,Distribuição Própria,Hong Kong,12/9/2021,2,2,1,75
361,"Viúvas, As",Fox,EUA,11/29/2018,253,197,138,75
362,"Último jogo, O",Pandora Filmes,Brasil,5/20/2021,4,4,9,75
363,Jovens bruxas - Nova irmandade,Sony,EUA,11/5/2020,427,337,15,72
364,Cicatrizes,Arteplex Filmes,Sérvia,2/13/2020,18,16,54,70
365,Raia 4,Boulevard Filmes,Brasil,5/6/2021,2,2,5,70
366,"Palhaço, deserto, O",Bretz Filmes,Brasil,9/2/2021,2,2,8,70
367,"Faces do demônio, As",Paris,Coréia do Sul,10/8/2020,126,112,19,68
368,Quarto 212,Imovision,França,11/12/2020,8,6,12,68
369,Festival do Rio 2019,Festivais,Brasil,12/9/2019,15,8,80,64
370,Liga da Justiça,Warner,EUA,11/15/2017,1.673,684,171,63
371,Stillwater: Em busca da verdade,Warner,EUA,10/28/2021,3,3,1,62
372,"Cemitério das almas perdidas, O",Elo Studios,Brasil,9/17/2020,1,1,36,62
373,Bonnie e Clyde - Uma rajada de balas (1967),Warner,EUA,11/8/2014,1,1,350,62
374,Sing 2,Universal,EUA,1/6/2022,1.173,624,0,61
375,Limiar,Taturana Mobilização Social,Brasil,8/19/2021,2,2,3,60
376,It: A coisa,Warner,EUA,9/7/2017,1.037,555,179,59
377,E agora mamãe saiu de férias 2... E levou a família,A2 Filmes,Itália,12/9/2021,1,1,1,59
378,Você não é um soldado,Elo Studios,Brasil,9/23/2021,1,1,9,59
379,"Poderoso chefão - Desfecho: A morte de Michael Corleone, O",Paramount,EUA,12/3/2020,20,20,6,59
380,Taís e Taiane,Pandora Filmes,Brasil,10/14/2021,1,1,7,58
381,Zimba,Bretz Filmes,Brasil,9/30/2021,2,2,5,57
382,Delicadeza é azul,Pipa Produções,Brasil,1/14/2021,7,7,2,57
383,It - Capítulo 2,Warner,EUA,9/5/2019,2.112,709,76,56
384,Música para morrer de amor,Vitrine Filmes,Brasil,8/13/2020,3,3,66,56
385,PJ Harvey: Um cão chamado dinheiro,Zeta Filmes,Irlanda,2/25/2021,4,4,2,55
386,"Roubo do século, O",Warner,Argentina,8/27/2020,13,11,29,54
387,"Rua chamada pecado, Uma (1951)",Warner,EUA,2/9/2017,0,0,232,54
388,Alcione - O samba é primo do jazz,Distribuição Própria,Brasil,2/11/2021,1,1,2,52
389,Music (2021),Cinecolor,EUA,5/6/2021,16,16,1,51
390,Truman,Pandora Filmes,Espanha,4/14/2016,43,37,281,48
391,Lamaçal,Elo Studios,Argentina,10/28/2021,2,2,1,47
392,"Ponte de bambu, A",Elo Studios,Brasil,2/11/2021,1,1,4,47
393,Viver para cantar,Arteplex Filmes,China,10/8/2020,5,5,39,47
394,Alice Guy-Blaché - A história não contada da primeira cineasta do mundo,Arteplex Filmes,EUA,10/29/2020,14,14,34,46
395,Três realizadoras portuguesas,Bretz Filmes,Portugal,5/20/2021,2,2,2,45
396,A quem interessa a ignorância?,O2 Play,Brasil,6/3/2021,2,2,1,45
397,Aos olhos de Ernesto,Elo Studios,Brasil,9/17/2020,2,2,44,43
398,"Bela e a Fera, A (2017)",Disney,EUA,3/16/2017,1.399,608,227,42
399,Portuñol,Lança Filmes,Brasil,6/3/2021,1,1,3,41
400,Depois de horas (1985),Warner,EUA,8/20/2020,1,1,48,39
401,Aves de rapina - Arlequina e sua emancipação fantabulosa,Warner,EUA,2/6/2020,1.614,701,54,39
402,Adoráveis mulheres,Sony,EUA,1/9/2020,225,159,56,38
403,Virando a mesa,DT/Paris,Brasil,9/16/2021,5,4,1,37
404,Nelson Freire,Videofilmes,Brasil,5/1/2003,0,0,0,37
405,"Confeiteiro, O",Imovision,Alemanha,12/27/2018,17,16,147,37
406,Mulher-Maravilha,Warner,EUA,6/1/2017,1.339,601,237,37
407,Intervenção,DT/Paris,Brasil,9/2/2021,0,0,0,37
408,"Torre, A",Vitrine Filmes,Brasil,4/29/2021,3,3,2,37
409,Lara,Imovision,Alemanha,12/30/2021,4,4,1,35
410,Mulher oceano,Elo Studios,Brasil,11/26/2020,8,7,8,35
411,Desvio,Vitrine Filmes,Brasil,4/29/2021,3,3,5,34
412,Soldado estrangeiro,Bretz Filmes,Brasil,12/3/2020,10,10,6,34
413,"Demônio das onze horas, O",Filmes do Estação,França,6/28/2002,0,0,0,34
414,Diários de intercâmbio,DT/Paris,Brasil,7/29/2021,0,0,0,34
415,Terremoto,California,Noruega,3/12/2020,352,307,47,32
416,"Novelo, O",O2 Play,Brasil,11/25/2021,2,2,2,32
417,"Sal da Terra, O",Imovision,Brasil/Itália/França,3/26/2015,43,39,338,31
418,"Entre nós, um segredo",Vitrine Filmes,Brasil,4/29/2021,3,3,2,31
419,Para minha amada morta,Vitrine Filmes,Brasil,3/31/2016,26,22,295,30
420,Encantado (2018),Imagem,Canadá/ EUA,12/6/2018,602,480,130,30
421,Sertânia,Bretz Filmes,Brasil,12/3/2020,5,5,37,29
422,"Outra história americana, A (1998)",Warner,EUA,7/1/2021,2,1,2,28
423,Nheengatu - O filme,Pandora Filmes,Brasil,12/2/2021,1,1,2,28
424,Acossado,Zeta Filmes,França,2/8/2018,0,0,176,28
425,"Dia com Jerusa, Um",Distribuição Própria,Brasil,11/5/2020,0,0,38,27
426,Gagarine (Festival Varilux 2020),Vitrine Filmes,França,11/19/2020,32,31,13,26
427,Querencia,Vitrine Filmes,Brasil,12/17/2020,5,5,5,26
428,Como treinar o seu dragão 3,Universal,EUA,1/17/2019,1.087,650,108,26
429,Adam,Arteplex Filmes,França,11/14/2019,16,15,105,25
430,Lua azul,Distribuição Própria,Romênia,10/21/2021,0,0,0,25
431,DAU. Natasha,Imovision,Alemanha,10/7/2021,1,1,1,25
432,Proibido nascer no paraíso,Boulevard Filmes,Brasil,4/15/2021,0,0,8,24
433,Chão,Vitrine Filmes,Brasil,4/29/2021,3,3,5,23
434,Legado Italiano,Lança Filmes,Brasil,11/12/2020,2,2,30,23
435,Boa noite,Bretz Filmes,Brasil,5/13/2021,2,2,2,23
436,The square - A arte da discórdia,Pandora Filmes,Suécia/ Alemanha/ Noruega/ França,1/4/2018,32,30,191,22
437,Roda do destino,Pandora Filmes,Japão,1/6/2022,16,15,0,22
438,Sr. Kaplan,Pandora Filmes,Uruguai /Espanha /Alemanha,2/26/2015,17,15,338,22
439,New life S.A.,Pandora Filmes,Brasil,12/3/2020,20,20,12,22
440,Eu sou Carlos Imperial,Bretz/ Videofilmes,Brasil,3/17/2016,3,2,257,22
441,Nazinha - Olhai por nós,Boulevard Filmes,Brasil,4/29/2021,1,1,2,21
442,"Barco, O",Sereia Filmes,Brasil,11/5/2020,2,2,9,21
443,Francofonia - Louvre sob ocupação,Imovision,França/Alemanha,8/18/2016,18,17,274,21
444,Coração errante,Elo Studios,Brasil,8/19/2021,1,1,1,20
445,Loop,Elo Studios,Brasil,5/20/2021,1,1,2,20
446,"Farol, O",Vitrine Filmes,Canadá,1/2/2020,31,28,97,20
447,Zaz - An exclusive concert at the cinema,Independente,França,11/25/2021,5,5,1,20
448,"Siron, tempo sobre tela",Pandora Filmes,Brasil,5/6/2021,2,2,2,19
449,Caminhos perigosos (1973),Warner,EUA,7/1/2021,1,1,2,19
450,"Apartamento, O",Pandora Filmes,Irã,1/5/2017,23,23,240,18
451,Cyrano,Universal,EUA,12/16/2021,1,1,1,18
452,Greta,Pandora Filmes,Brasil,10/10/2019,18,17,98,18
453,Monsieur & Madame Adelman,Imovision,França,7/20/2017,29,24,224,18
454,Cora,Pandora Filmes,Brasil,12/23/2021,1,1,2,18
455,Super Bowl 2021,Distribuição Própria,EUA,2/7/2021,1,1,1,17
456,Wild - Rede selvagem,Bretz Filmes,Brasil,12/2/2021,2,2,1,16
457,Em pedaços,Imovision,Alemanha/ França,3/15/2018,23,22,187,16
458,Júpiter,Elite Filmes,Brasil,10/28/2021,1,1,2,15
459,"Minha fortaleza, os filhos de fulano",Distribuição Própria,Brasil,2/25/2021,1,1,2,15
460,"8 magníficos, Os",Forte Filmes,Brasil,12/10/2020,9,4,5,14
461,Em nome do pai (1993),Distribuição Própria,EUA,8/5/2021,1,1,1,14
462,"Garotos perdidos, Os (1987)",Warner,EUA,7/22/2021,1,1,1,14
463,Festa (1989),Distribuição Própria,Brasil,7/29/2021,1,1,1,14
464,"Capital no século XXI, O (Festival Varilux 2020)",Bretz/MyMamma,França,11/19/2020,43,41,10,13
465,"Mulher da luz própria, A",Mercúrio Produções,Brasil,4/8/2021,1,1,2,13
466,"Dia depois, O",Pandora Filmes,Coréia do Sul,4/12/2018,7,6,174,13
467,Amor fati,Bretz Filmes,Portugal,12/16/2021,1,1,1,13
468,Três faces,Imovision,Irã,4/4/2019,8,6,136,12
469,"Santiago, Itália",Pandora Filmes,Itália/ França,6/20/2019,5,5,113,12
470,Quem pode jogar?,Distribuição Própria,Brasil,2/11/2021,1,1,2,12
471,Tito e os pássaros,Elo Studios,Brasil,2/14/2019,38,35,139,12
472,Sobradinho,Distribuição Própria,Brasil,12/24/2020,1,1,2,12
473,Scooby Doo,Warner,,10/4/2002,0,0,0,12
474,"Sonâmbulos, Os",Embaúba Filmes,Brasil,12/10/2020,2,2,6,12
475,Alice Júnior,Olhar Distribuição,Brasil,9/10/2020,2,2,21,11
476,"Insulto, O",Imovision,França/ Líbano,2/8/2018,12,12,194,11
477,"Outro lado da memória, O",Elo Studios,Brasil,9/16/2021,1,1,1,11
478,Eu não sou seu negro,Imovision,EUA/ França,2/16/2017,25,18,240,11
479,Terapia do medo,DT/Paris,Brasil,12/17/2020,3,2,7,10
480,Paraíso,Mares Filmes,Rússia,1/26/2017,14,14,252,10
481,"Pergaminho Vermelho, O",Vitrine Filmes,Brasil,8/5/2021,1,1,2,10
482,L.O.C.A.,Imagem,Brasil,7/29/2021,0,0,0,10
483,Show,Distribuição Própria,,1/1/2012,0,0,509,10
484,Varda por Agnès,Imovision,França,5/9/2019,14,12,133,9
485,Encontros (2019),Imovision,França,10/3/2019,12,11,115,9
486,No táxi do Jack,Bretz Filmes,Portugal,12/16/2021,1,1,1,9
487,"Noite em sampa, Uma",02 Play,Brasil,5/26/2016,11,10,271,8
488,"Goonies, Os (1985)",Warner,EUA,7/30/2020,1,1,52,8
489,Pets - A vida secreta dos bichos 2,Universal,EUA,6/27/2019,1.181,676,86,8
490,Hermanoteu na terra de Godah - O filme,Warner,Brasil,12/9/2021,1,1,1,8
491,Afterimage,Imovision,Polônia,8/17/2017,19,18,224,7
492,Aprendiz de espiã,Diamond,EUA,3/12/2020,249,219,45,7
493,Jogo duro (1985),Distribuição Própria,Brasil,7/29/2021,1,1,1,7
494,Solo,Espaço Filmes,Brasil,5/21/2010,1,1,585,7
495,Garoto Cósmico,Downtown,Brasil,1/11/2008,28,28,718,7
496,Apagar o histórico (Festival Varilux 2020),Bonfilm,França,11/19/2020,49,47,9,6
497,Alice não mora mais aqui (1974),Warner,EUA,6/24/2021,1,1,1,6
498,"Mulher fantástica, Uma",Imovision,Chile,9/7/2017,23,23,212,6
499,"Melhor está por vir, O (2019)",Paris,França,3/5/2020,60,46,53,6
500,"Herdeiras, As",Imovision,Paraguai,8/30/2018,23,20,162,6
501,Boleiros - Era uma vez o futebol (1998),SP Filmes,Brasil,7/29/2021,1,1,1,6
502,Maria Luiza,Olhar Distribuição,Brasil,11/19/2020,3,3,11,5
503,Boleiros 2 - Vencedores e vencidos,Mais Filmes,Brasil,4/7/2006,0,0,0,5
504,Superman - O filme (1978),Warner,EUA,7/22/2021,1,1,1,5
505,Donas da bola (Festival Varilux 2020),Bonfilm,França,11/19/2020,31,30,10,5
506,Sou Francês e Preto (Festival Varilux 2020),Bonfilm,França,11/20/2020,42,41,10,4
507,Paredes nuas (2009),Distribuição Própria,Brasil,7/29/2021,1,1,1,4
508,Cara ou coroa,Vinny Filmes,Brasil,9/7/2012,12,12,465,4
509,Superman II - A aventura continua (1980),Warner,Inglaterra,7/22/2021,1,1,1,4
510,Como ela faz?,Distribuição Própria,Brasil,3/4/2021,1,1,1,4
511,Magnum 44 (1973),Warner,EUA,6/24/2021,1,1,1,3
512,Quebrando a cara (1980),Embrafilme,Brasil,7/29/2021,1,1,1,3
513,Meu primo (Festival Varilux 2020),Bonfilm,França,11/19/2020,43,42,10,3
514,"Infiltrados, Os (2006)",Warner,EUA,11/10/2006,0,0,0,3
515,"Príncipe, O (2002)",Mais Filmes,Brasil,8/9/2002,0,0,0,3
516,Máquina mortífera (1987),Warner,EUA,7/22/2021,1,1,1,3
517,"Pantanal, a boa inocência de nossas origens",Elo Studios,Brasil,3/4/2021,1,1,1,3
518,"Mundo perfeito, Um (1993)",Warner,EUA,6/24/2021,1,1,1,2
519,Magnatas do crime,Paris,EUA,9/10/2020,43,41,29,2
520,Minha vida em Marte,DT/Paris,Brasil,12/27/2018,933,539,125,2
521,Persona non grata (Festival Varilux 2020),Bretz/MyMamma,França,11/20/2020,19,18,10,2
522,Aquarius,Vitrine Filmes,Brasil,9/1/2016,103,90,275,2
523,Maus hábitos (1983),Pandora Filmes,Espanha,2/12/1999,0,0,0,2
524,"Garota da pulseira, A (Festival Varilux 2020)",Pagu Pictures,França,12/1/2020,46,45,8,2
525,Abigail e a cidade proibida (2019),Playarte,Rússia,9/12/2019,269,232,80,2
526,"Segredo dos diamantes, O",Espaço Filmes,Brasil,12/18/2014,18,17,356,2
527,Dogman (2018),Arteplex Filmes,Itália/ França,2/21/2019,0,0,144,1
528,"Mula, A",Warner,EUA,2/14/2019,99,94,124,1
529,Paul Singer - Uma utopia militante,Distribuição Própria,Brasil,7/29/2021,1,1,1,1
530,"Domingo qualquer, Um (1999)",Warner,EUA,7/22/2021,1,1,1,1
531,Godzilla II - Rei dos monstros,Warner,EUA,5/30/2019,1.092,602,102,0
532,Minha mãe é uma peça 2,DT/Paris,Brasil,12/22/2016,1.237,620,230,0
533,"Autópsia, A",Diamond,Reino Unido/ EUA,5/4/2017,263,223,204,0
534,Belfast,Universal,Reino Unido,3/10/2022,120,94,0,0
535,"Homem do Rio, O",Festival Varilux 2015,França,6/9/2015,0,0,340,0
536,Malévola - Dona do mal,Disney,EUA,10/17/2019,1.499,668,105,0
537,"Famosa invasão dos Ursos na Sicília, A (Festival Varilux 2020)",Bonfilm,França,11/21/2020,21,20,9,0
538,12 heróis,Diamond,EUA,3/15/2018,94,87,161,0
539,1917,Universal,EUA,1/23/2020,391,284,74,0
540,2,Elo Studios,Brasil,10/29/2020,2,2,24,0
541,Z - A cidade perdida,Imagem,EUA,6/1/2017,140,127,201,0
542,40 dias - O milagre da vida,Imagem,EUA,10/15/2020,180,157,28,0
,,,,,,,,53.153.868
